Training for 378151 steps ...
     78/378151: episode: 1, duration: 0.190s, episode steps:  78, steps per second: 410, episode reward: 23.793, mean reward:  0.305 [-0.005,  0.470], mean action: 15.397 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 130418/378151: episode: 569, duration: 2.961s, episode steps: 267, steps per second:  90, episode reward: 80.256, mean reward:  0.301 [ 0.116,  0.330], mean action: 12.577 [0.000, 31.000],  loss: 55.351261, mae: 157.947800, mean_q: 171.477386
 130685/378151: episode: 570, duration: 2.998s, episode steps: 267, steps per second:  89, episode reward: 154.304, mean reward:  0.578 [ 0.087,  0.651], mean action: 14.903 [0.000, 31.000],  loss: 77.578552, mae: 157.226913, mean_q: 170.943298
 130955/378151: episode: 571, duration: 2.957s, episode steps: 270, steps per second:  91, episode reward: 118.320, mean reward:  0.438 [ 0.116,  0.645], mean action: 15.248 [0.000, 31.000],  loss: 71.257576, mae: 156.912033, mean_q: 170.452194
 131222/378151: episode: 572, duration: 3.007s, episode steps: 267, steps per second:  89, episode reward: 84.072, mean reward:  0.315 [-0.005,  0.446], mean action: 12.052 [0.000, 31.000],  loss: 50.553085, mae: 156.905991, mean_q: 170.064880
 131327/378151: episode: 573, duration: 1.203s, episode steps: 105, steps per second:  87, episode reward: 22.305, mean reward:  0.212 [-0.005,  0.305], mean action: 15.571 [0.000, 31.000],  loss: 61.218346, mae: 156.087952, mean_q: 169.479446
 131594/378151: episode: 574, duration: 2.935s, episode steps: 267, steps per second:  91, episode reward: 102.964, mean reward:  0.386 [-0.005,  0.452], mean action: 14.745 [0.000, 31.000],  loss: 64.652481, mae: 156.050125, mean_q: 169.353897
 131861/378151: episode: 575, duration: 3.001s, episode steps: 267, steps per second:  89, episode reward: 154.070, mean reward:  0.577 [ 0.116,  0.639], mean action: 14.461 [0.000, 31.000],  loss: 75.263565, mae: 155.971878, mean_q: 169.376022
 132128/378151: episode: 576, duration: 2.958s, episode steps: 267, steps per second:  90, episode reward: 93.931, mean reward:  0.352 [-0.005,  0.404], mean action: 12.573 [0.000, 31.000],  loss: 74.401054, mae: 155.356659, mean_q: 169.018234
 132395/378151: episode: 577, duration: 3.012s, episode steps: 267, steps per second:  89, episode reward: 90.455, mean reward:  0.339 [-0.005,  0.463], mean action: 12.360 [0.000, 31.000],  loss: 38.956455, mae: 155.424271, mean_q: 168.663559
 132662/378151: episode: 578, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 62.249, mean reward:  0.233 [-0.005,  0.327], mean action: 14.109 [0.000, 31.000],  loss: 56.507591, mae: 155.436172, mean_q: 168.731186
 132929/378151: episode: 579, duration: 2.953s, episode steps: 267, steps per second:  90, episode reward: 92.847, mean reward:  0.348 [ 0.133,  0.395], mean action: 16.004 [0.000, 31.000],  loss: 53.505676, mae: 155.406113, mean_q: 168.916458
 133196/378151: episode: 580, duration: 3.003s, episode steps: 267, steps per second:  89, episode reward: 69.869, mean reward:  0.262 [-0.005,  0.440], mean action: 17.869 [0.000, 31.000],  loss: 55.147606, mae: 154.792557, mean_q: 168.118530
 133238/378151: episode: 581, duration: 0.465s, episode steps:  42, steps per second:  90, episode reward:  9.963, mean reward:  0.237 [ 0.116,  0.308], mean action: 10.929 [0.000, 27.000],  loss: 36.842854, mae: 154.438187, mean_q: 167.251511
 133422/378151: episode: 582, duration: 2.035s, episode steps: 184, steps per second:  90, episode reward: 53.776, mean reward:  0.292 [ 0.087,  0.319], mean action: 9.212 [0.000, 30.000],  loss: 59.709911, mae: 154.298737, mean_q: 167.620499
 133689/378151: episode: 583, duration: 2.978s, episode steps: 267, steps per second:  90, episode reward: 131.459, mean reward:  0.492 [-0.005,  0.652], mean action: 15.390 [0.000, 31.000],  loss: 50.507339, mae: 154.700485, mean_q: 168.148880
 133956/378151: episode: 584, duration: 2.950s, episode steps: 267, steps per second:  90, episode reward: 86.922, mean reward:  0.326 [-0.005,  0.458], mean action: 14.363 [0.000, 31.000],  loss: 49.680828, mae: 154.608704, mean_q: 167.875839
 134223/378151: episode: 585, duration: 2.976s, episode steps: 267, steps per second:  90, episode reward: 101.289, mean reward:  0.379 [ 0.087,  0.436], mean action: 18.348 [0.000, 31.000],  loss: 56.319473, mae: 154.825165, mean_q: 168.043091
 134490/378151: episode: 586, duration: 2.913s, episode steps: 267, steps per second:  92, episode reward: 53.551, mean reward:  0.201 [-0.005,  0.395], mean action: 14.228 [0.000, 31.000],  loss: 54.990993, mae: 153.901169, mean_q: 167.258957
 134757/378151: episode: 587, duration: 3.022s, episode steps: 267, steps per second:  88, episode reward: 59.401, mean reward:  0.222 [-0.005,  0.467], mean action: 15.453 [0.000, 31.000],  loss: 36.804054, mae: 154.634232, mean_q: 167.950790
 134871/378151: episode: 588, duration: 1.296s, episode steps: 114, steps per second:  88, episode reward: 46.586, mean reward:  0.409 [ 0.087,  0.496], mean action: 13.175 [1.000, 31.000],  loss: 51.152519, mae: 155.015869, mean_q: 168.117462
 135016/378151: episode: 589, duration: 1.547s, episode steps: 145, steps per second:  94, episode reward: 42.457, mean reward:  0.293 [ 0.087,  0.330], mean action: 12.007 [0.000, 31.000],  loss: 39.475765, mae: 154.939316, mean_q: 168.372528
 135129/378151: episode: 590, duration: 1.301s, episode steps: 113, steps per second:  87, episode reward: 34.980, mean reward:  0.310 [ 0.133,  0.427], mean action: 15.805 [0.000, 31.000],  loss: 67.487549, mae: 154.115845, mean_q: 167.540100
 135396/378151: episode: 591, duration: 2.994s, episode steps: 267, steps per second:  89, episode reward: 107.898, mean reward:  0.404 [ 0.087,  0.496], mean action: 18.697 [0.000, 31.000],  loss: 65.437279, mae: 154.526245, mean_q: 167.872833
 135663/378151: episode: 592, duration: 2.941s, episode steps: 267, steps per second:  91, episode reward: 149.618, mean reward:  0.560 [ 0.087,  0.646], mean action: 12.562 [0.000, 31.000],  loss: 62.817707, mae: 153.983459, mean_q: 167.394897
 135930/378151: episode: 593, duration: 3.012s, episode steps: 267, steps per second:  89, episode reward: 73.507, mean reward:  0.275 [-0.005,  0.470], mean action: 17.232 [0.000, 31.000],  loss: 60.001545, mae: 153.548370, mean_q: 166.779465
 136197/378151: episode: 594, duration: 2.945s, episode steps: 267, steps per second:  91, episode reward: 102.462, mean reward:  0.384 [-0.005,  0.467], mean action: 13.704 [0.000, 31.000],  loss: 56.443970, mae: 153.464279, mean_q: 166.779724
 136464/378151: episode: 595, duration: 2.994s, episode steps: 267, steps per second:  89, episode reward: 104.322, mean reward:  0.391 [ 0.137,  0.450], mean action: 16.816 [0.000, 31.000],  loss: 34.569122, mae: 154.434586, mean_q: 167.580750
 136731/378151: episode: 596, duration: 2.935s, episode steps: 267, steps per second:  91, episode reward: 111.362, mean reward:  0.417 [ 0.137,  0.488], mean action: 14.596 [0.000, 31.000],  loss: 57.089436, mae: 153.852631, mean_q: 167.268509
 136998/378151: episode: 597, duration: 3.008s, episode steps: 267, steps per second:  89, episode reward: 82.841, mean reward:  0.310 [-0.005,  0.462], mean action: 14.603 [0.000, 31.000],  loss: 64.650513, mae: 153.591766, mean_q: 166.754242
 137099/378151: episode: 598, duration: 1.153s, episode steps: 101, steps per second:  88, episode reward: 33.175, mean reward:  0.328 [ 0.133,  0.454], mean action: 15.505 [0.000, 31.000],  loss: 36.342567, mae: 153.885818, mean_q: 166.901276
 137369/378151: episode: 599, duration: 2.993s, episode steps: 270, steps per second:  90, episode reward: 84.411, mean reward:  0.313 [-0.005,  0.466], mean action: 15.567 [0.000, 31.000],  loss: 45.023430, mae: 153.870499, mean_q: 166.870285
 137636/378151: episode: 600, duration: 3.007s, episode steps: 267, steps per second:  89, episode reward: 85.084, mean reward:  0.319 [ 0.116,  0.339], mean action: 11.326 [0.000, 31.000],  loss: 59.000008, mae: 153.690964, mean_q: 166.866302
 137903/378151: episode: 601, duration: 2.956s, episode steps: 267, steps per second:  90, episode reward: 107.511, mean reward:  0.403 [ 0.087,  0.470], mean action: 17.502 [0.000, 31.000],  loss: 46.734688, mae: 153.781189, mean_q: 166.782501
 138170/378151: episode: 602, duration: 2.989s, episode steps: 267, steps per second:  89, episode reward: 135.694, mean reward:  0.508 [-0.005,  0.652], mean action: 16.146 [0.000, 31.000],  loss: 61.930271, mae: 153.812378, mean_q: 166.901184
 138437/378151: episode: 603, duration: 2.957s, episode steps: 267, steps per second:  90, episode reward: 112.012, mean reward:  0.420 [ 0.087,  0.635], mean action: 14.764 [0.000, 31.000],  loss: 52.530487, mae: 153.241486, mean_q: 166.464279
 138704/378151: episode: 604, duration: 3.001s, episode steps: 267, steps per second:  89, episode reward: 94.455, mean reward:  0.354 [ 0.087,  0.556], mean action: 13.865 [0.000, 31.000],  loss: 50.932400, mae: 153.664902, mean_q: 166.713638
 138973/378151: episode: 605, duration: 3.039s, episode steps: 269, steps per second:  89, episode reward: 110.829, mean reward:  0.412 [ 0.133,  0.478], mean action: 16.394 [0.000, 31.000],  loss: 53.596699, mae: 153.138443, mean_q: 166.203857
 139240/378151: episode: 606, duration: 2.950s, episode steps: 267, steps per second:  90, episode reward: 66.643, mean reward:  0.250 [-0.005,  0.518], mean action: 14.798 [0.000, 31.000],  loss: 54.317314, mae: 152.750183, mean_q: 165.636215
 139507/378151: episode: 607, duration: 2.970s, episode steps: 267, steps per second:  90, episode reward: 96.088, mean reward:  0.360 [-0.005,  0.479], mean action: 15.569 [0.000, 31.000],  loss: 47.617050, mae: 152.991364, mean_q: 166.071396
 139774/378151: episode: 608, duration: 2.975s, episode steps: 267, steps per second:  90, episode reward: 140.592, mean reward:  0.527 [ 0.087,  0.637], mean action: 14.708 [0.000, 31.000],  loss: 46.108597, mae: 153.245087, mean_q: 166.044891
 140041/378151: episode: 609, duration: 2.992s, episode steps: 267, steps per second:  89, episode reward: 114.543, mean reward:  0.429 [-0.005,  0.477], mean action: 15.397 [0.000, 31.000],  loss: 47.594185, mae: 152.804596, mean_q: 165.811508
 140308/378151: episode: 610, duration: 2.980s, episode steps: 267, steps per second:  90, episode reward: 86.658, mean reward:  0.325 [-0.005,  0.483], mean action: 15.558 [0.000, 31.000],  loss: 51.536812, mae: 152.146805, mean_q: 165.073959
 140575/378151: episode: 611, duration: 3.002s, episode steps: 267, steps per second:  89, episode reward: 100.931, mean reward:  0.378 [-0.005,  0.448], mean action: 15.397 [0.000, 31.000],  loss: 58.961792, mae: 151.920410, mean_q: 164.954819
 140842/378151: episode: 612, duration: 3.007s, episode steps: 267, steps per second:  89, episode reward: 100.048, mean reward:  0.375 [ 0.137,  0.393], mean action: 16.858 [0.000, 30.000],  loss: 58.910954, mae: 151.366318, mean_q: 164.532333
 141109/378151: episode: 613, duration: 2.953s, episode steps: 267, steps per second:  90, episode reward: 74.841, mean reward:  0.280 [ 0.087,  0.319], mean action: 14.584 [0.000, 31.000],  loss: 61.420456, mae: 150.995132, mean_q: 163.830292
 141376/378151: episode: 614, duration: 2.993s, episode steps: 267, steps per second:  89, episode reward: 105.283, mean reward:  0.394 [ 0.137,  0.447], mean action: 17.899 [1.000, 31.000],  loss: 46.928398, mae: 151.136948, mean_q: 164.243118
 141643/378151: episode: 615, duration: 2.954s, episode steps: 267, steps per second:  90, episode reward: 148.763, mean reward:  0.557 [ 0.137,  0.652], mean action: 15.719 [0.000, 31.000],  loss: 49.979027, mae: 151.136475, mean_q: 164.129852
 141815/378151: episode: 616, duration: 1.927s, episode steps: 172, steps per second:  89, episode reward: 85.338, mean reward:  0.496 [-0.005,  0.643], mean action: 15.186 [0.000, 31.000],  loss: 50.789608, mae: 151.506454, mean_q: 164.549561
 142082/378151: episode: 617, duration: 3.019s, episode steps: 267, steps per second:  88, episode reward: 100.864, mean reward:  0.378 [-0.005,  0.476], mean action: 15.670 [0.000, 31.000],  loss: 60.358952, mae: 150.314438, mean_q: 163.280533
 142349/378151: episode: 618, duration: 2.997s, episode steps: 267, steps per second:  89, episode reward: 86.598, mean reward:  0.324 [-0.005,  0.454], mean action: 11.554 [0.000, 31.000],  loss: 55.416897, mae: 149.844345, mean_q: 162.906876
 142616/378151: episode: 619, duration: 2.947s, episode steps: 267, steps per second:  91, episode reward: 117.268, mean reward:  0.439 [ 0.087,  0.478], mean action: 17.749 [0.000, 31.000],  loss: 56.292149, mae: 149.633057, mean_q: 162.688644
 142883/378151: episode: 620, duration: 3.025s, episode steps: 267, steps per second:  88, episode reward: 147.338, mean reward:  0.552 [ 0.087,  0.652], mean action: 14.303 [0.000, 31.000],  loss: 56.974312, mae: 149.832367, mean_q: 163.001312
 143150/378151: episode: 621, duration: 2.975s, episode steps: 267, steps per second:  90, episode reward: 151.745, mean reward:  0.568 [ 0.137,  0.653], mean action: 15.172 [0.000, 31.000],  loss: 65.844292, mae: 150.072037, mean_q: 163.376999
 143417/378151: episode: 622, duration: 3.004s, episode steps: 267, steps per second:  89, episode reward: 115.000, mean reward:  0.431 [ 0.137,  0.466], mean action: 13.547 [0.000, 31.000],  loss: 61.130550, mae: 150.448212, mean_q: 163.486008
 143684/378151: episode: 623, duration: 2.956s, episode steps: 267, steps per second:  90, episode reward: 140.961, mean reward:  0.528 [-0.005,  0.641], mean action: 13.903 [0.000, 31.000],  loss: 64.112000, mae: 149.769424, mean_q: 162.805161
 143951/378151: episode: 624, duration: 3.001s, episode steps: 267, steps per second:  89, episode reward: 107.521, mean reward:  0.403 [-0.005,  0.459], mean action: 17.438 [0.000, 31.000],  loss: 73.408012, mae: 149.438522, mean_q: 162.401825
 144218/378151: episode: 625, duration: 3.013s, episode steps: 267, steps per second:  89, episode reward: 81.069, mean reward:  0.304 [-0.005,  0.395], mean action: 16.479 [0.000, 31.000],  loss: 47.578472, mae: 149.120712, mean_q: 161.893463
 144485/378151: episode: 626, duration: 2.943s, episode steps: 267, steps per second:  91, episode reward: 116.447, mean reward:  0.436 [-0.005,  0.521], mean action: 19.307 [0.000, 31.000],  loss: 55.399132, mae: 148.985672, mean_q: 161.784348
 144752/378151: episode: 627, duration: 3.014s, episode steps: 267, steps per second:  89, episode reward: 59.513, mean reward:  0.223 [-0.005,  0.391], mean action: 14.723 [0.000, 31.000],  loss: 48.514244, mae: 149.134048, mean_q: 161.806961
 145022/378151: episode: 628, duration: 2.954s, episode steps: 270, steps per second:  91, episode reward: 69.081, mean reward:  0.256 [-0.005,  0.340], mean action: 13.144 [0.000, 31.000],  loss: 61.836452, mae: 148.953476, mean_q: 161.814468
 145074/378151: episode: 629, duration: 0.633s, episode steps:  52, steps per second:  82, episode reward: 12.638, mean reward:  0.243 [-0.005,  0.422], mean action: 18.365 [0.000, 31.000],  loss: 54.097176, mae: 148.345688, mean_q: 161.033340
 145341/378151: episode: 630, duration: 2.937s, episode steps: 267, steps per second:  91, episode reward: 134.757, mean reward:  0.505 [-0.005,  0.637], mean action: 15.614 [0.000, 31.000],  loss: 47.796108, mae: 149.013672, mean_q: 161.703323
 145608/378151: episode: 631, duration: 3.015s, episode steps: 267, steps per second:  89, episode reward: 149.049, mean reward:  0.558 [ 0.087,  0.650], mean action: 14.281 [0.000, 31.000],  loss: 50.138592, mae: 148.863876, mean_q: 161.439926
 145875/378151: episode: 632, duration: 2.947s, episode steps: 267, steps per second:  91, episode reward: 105.881, mean reward:  0.397 [ 0.087,  0.492], mean action: 14.266 [0.000, 31.000],  loss: 51.507820, mae: 148.915909, mean_q: 161.589676
 146142/378151: episode: 633, duration: 3.025s, episode steps: 267, steps per second:  88, episode reward: 65.617, mean reward:  0.246 [-0.005,  0.340], mean action: 15.333 [0.000, 31.000],  loss: 34.899593, mae: 149.435883, mean_q: 161.771439
 146409/378151: episode: 634, duration: 2.958s, episode steps: 267, steps per second:  90, episode reward: 61.762, mean reward:  0.231 [-0.005,  0.484], mean action: 15.049 [0.000, 31.000],  loss: 73.188393, mae: 148.296967, mean_q: 160.990662
 146676/378151: episode: 635, duration: 3.015s, episode steps: 267, steps per second:  89, episode reward: 93.482, mean reward:  0.350 [-0.005,  0.468], mean action: 14.760 [0.000, 31.000],  loss: 51.499958, mae: 148.440689, mean_q: 161.006302
 146943/378151: episode: 636, duration: 2.927s, episode steps: 267, steps per second:  91, episode reward: 80.710, mean reward:  0.302 [-0.005,  0.522], mean action: 14.067 [0.000, 30.000],  loss: 48.684216, mae: 147.835571, mean_q: 160.448471
